brand,model,network_technology,3G_bands,4G_bands,network_speed,GPRS,EDGE,announced,status,dimentions,weight_g,SIM,display_type,display_resolution,display_size,OS,CPU,Chipset,GPU,memory_card,internal_memory,RAM,primary_camera,secondary_camera,loud_speaker,audio_jack,WLAN,bluetooth,GPS,NFC,radio,USB,sensors,battery,colors,approx_price_EUR,img_url
LG,K10 (2017),GSM / HSPA / LTE,HSDPA 850 / 900 / 1900 / 2100 - Europe,LTE band 1(2100)| 3(1800)| 5(850)| 7(2600)| 8(900)| 20(800) - Europe,HSPA 42.2/5.76 Mbps  LTE-A (2CA) Cat6 300/50 Mbps,Yes,Yes,2016  December,Available. Released 2017  February,148.7 x 75.3 x 7.9 mm (5.85 x 2.96 x 0.31 in),144,Single SIM (Nano-SIM) or Dual SIM (Nano-SIM| dual stand-by),IPS LCD capacitive touchscreen  16M colors,5.3 inches (~69.2% screen-to-body ratio),720 x 1280 pixels (~277 ppi pixel density),Android 7.0 (Nougat),Octa-core 1.5 GHz Cortex-A53,Mediatek MT6750,Mali-T860MP2,microSD  up to 64 GB,16 GB,2 GB RAM,13 MP| f/2.2| autofocus| LED flash,5 MP| f/2.4| 1.12 µm pixel size| 1080p,Yes,Yes,Wi-Fi 802.11 b/g/n| Wi-Fi Direct| hotspot,4.2(Europe)/4.1(India)| A2DP| LE,Yes with A-GPS GLONASS,Yes,FM radio| RDS| recording,microUSB 2.0| USB On-The-Go,Fingerprint (rear-mounted)| accelerometer| proximity| compass,Removable Li-Ion 2800 mAh battery,Black| Gold| Titan,210,http://cdn2.gsmarena.com/vv/bigpic/lg-k10-2017.jpg
LG,K8 (2017),GSM / HSPA / LTE,HSDPA 850 / 900 / 2100 ,LTE band 1(2100)| 3(1800)| 7(2600)| 8(900)| 20(800),HSPA 42.2/5.76 Mbps  LTE Cat4 150/50 Mbps,Yes,Yes,2016  December,Available. Released 2017  April,144.5 x 72.1 x 8 mm (5.69 x 2.84 x 0.31 in),144,Single SIM (Nano-SIM) or Dual SIM (Nano-SIM| dual stand-by),IPS LCD capacitive touchscreen  16M colors,5.0 inches (~66.6% screen-to-body ratio),720 x 1280 pixels (~293 ppi pixel density),Android 7.0 (Nougat),Quad-core 1.4 GHz Cortex-A53,Qualcomm MSM8917 Snapdragon 425,Adreno 308,microSD  up to 32 GB,16 GB,1.5 GB RAM,13 MP| f/2.2| autofocus| LED flash,"5 MP| f/2.4| 1/5"" sensor size| 1.12 µm pixel size| 1080p",Yes,Yes,Wi-Fi 802.11 b/g/n| Wi-Fi Direct| hotspot,4.2| A2DP| LE,Yes with A-GPS GLONASS,Yes,FM radio| RDS,microUSB 2.0| USB On-The-Go,Accelerometer| proximity,Removable Li-Ion 2500 mAh battery,Silver| Titan| Gold| Dark Blue,160,http://cdn2.gsmarena.com/vv/bigpic/lg-k8-2017.jpg
LG,X screen,GSM / HSPA / LTE,HSDPA 850 / 900 / 1900 / 2100 - K500N,LTE band 1(2100)| 3(1800)| 7(2600)| 8(900)| 20(800) - K500N,HSPA 42.2/5.76 Mbps  LTE Cat4 150/50 Mbps,Yes,Yes,2016  February,Available. Released 2016  March,142.6 x 71.8 x 7.1 mm (5.61 x 2.83 x 0.28 in),120,Single SIM (Nano-SIM) or Dual SIM (Nano-SIM| dual stand-by),IPS LCD capacitive touchscreen  16M colors,4.93 inches (~65.4% screen-to-body ratio),720 x 1280 pixels (~298 ppi pixel density),Android 6.0 (Marshmallow),Quad-core 1.2 GHz Cortex-A53,Qualcomm MSM8916 Snapdragon 410,Adreno 306,microSD  up to 256 GB (dedicated slot),16 GB,2 GB RAM,13 MP| f/2.2| autofocus| LED flash,8 MP,Yes,Yes,Wi-Fi 802.11 b/g/n| Wi-Fi Direct| DLNA| hotspot,4.1| A2DP| LE,Yes with A-GPS GLONASS,Yes (market dependent),FM radio,microUSB 2.0,Accelerometer| proximity,Non-removable Li-Po 2300 mAh battery,Black| White| Pink Gold,180,http://cdn2.gsmarena.com/vv/bigpic/lg-x-screen-.jpg
LG,K10,GSM / HSPA / LTE,HSDPA 850 / 900 / 1900 / 2100 - K420N| K430DSF| K430DS,LTE band 1(2100)| 3(1800)| 7(2600)| 8(900)| 20(800) - K420N,HSPA 42.2/5.76 Mbps  LTE Cat4 150/50 Mbps,Yes,Yes,2016  January,Available. Released 2016  January,146 x 74.8 x 8.8 mm (5.75 x 2.94 x 0.35 in),142,Single SIM (Nano-SIM) or Dual SIM (Nano-SIM| dual stand-by),IPS LCD capacitive touchscreen  16M colors,5.3 inches (~70.9% screen-to-body ratio),720 x 1280 pixels (~277 ppi pixel density),Android 5.1.1 (Lollipop) or Android 6.0 (Marshmallow),Quad-core 1.2 GHz Cortex-A53 - K420N,Qualcomm MSM8916 Snapdragon 410 - K420N,Adreno 306 - K420N,microSD  up to 32 GB (dedicated slot),16 GB,1 GB RAM - K430DSF/ 1.5 GB RAM - K420N| K430DS/ 2 GB RAM - K430DSY,13 MP| f/2.2| autofocus| LED flash (LTE model),5 MP (f/2.4) or 8 MP| 1080p,Yes,Yes,Wi-Fi 802.11 a/b/g/n/ac| dual-band| WiFi Direct| hotspot,4.1| A2DP| LE,Yes with A-GPS GLONASS,Yes,FM radio| RDS,microUSB 2.0,Accelerometer| proximity,Removable Li-Ion 2300 mAh battery,White| Indigo| Gold,170,http://cdn2.gsmarena.com/vv/bigpic/lg-k10.jpg
Sony,Xperia L1,GSM / HSPA / LTE,HSDPA 850 / 900 / 1900 / 2100 ,LTE band 1(2100)| 2(1900)| 3(1800)| 5(850)| 7(2600)| 8(900)| 20(800),HSPA 42.2/5.76 Mbps  LTE Cat4 150/50 Mbps,Yes,Yes,2017  March,Available. Released 2017  June,151 x 74 x 8.7 mm (5.94 x 2.91 x 0.34 in),180,Single SIM (Nano-SIM) or Dual SIM (Nano-SIM| dual stand-by),IPS LCD capacitive touchscreen  16M colors,5.5 inches (~74.6% screen-to-body ratio),720 x 1280 pixels (~267 ppi pixel density),Android 7.0 (Nougat),Quad-core 1.45 GHz Cortex-A53,Mediatek MT6737T,Mali-T720MP2,microSD  up to 256 GB,16 GB,2 GB RAM,13 MP| f/2.2| autofocus| LED flash| ,5 MP| f/2.2| 24 mm| 1080p,Yes,Yes,Wi-Fi 802.11 a/b/g/n| Wi-Fi Direct| hotspot,4.2| A2DP| LE| aptX,Yes with A-GPS GLONASS BDS,Yes,FM radio,2.0| Type-C 1.0 reversible connector,Accelerometer| proximity| compass,Non-removable Li-Ion 2620 mAh battery,Black| White| Pink,200,http://cdn2.gsmarena.com/vv/bigpic/sony-xperia-l1-.jpg
Lenovo,Vibe P1 Turbo,GSM / HSPA / LTE,HSDPA 850 / 900 / 1900 / 2100 ,LTE band 1(2100)| 3(1800)| 7(2600)| 20(800)| 40(2300),HSPA  LTE Cat4 150/50 Mbps,Yes,Yes,2016  February,Available. Released 2016  February,152.9 x 75.6 x 9.9 mm (6.02 x 2.98 x 0.39 in),189,Dual SIM (Nano-SIM| dual stand-by),IPS LCD capacitive touchscreen  16M colors,5.5 inches (~72.1% screen-to-body ratio),1080 x 1920 pixels (~401 ppi pixel density),Android 5.1 (Lollipop),Octa-core (4x1.6 GHz Cortex-A53 & 4x1.2 GHz Cortex-A53),Qualcomm MSM8939 v2 Snapdragon 616,Adreno 405,microSD  up to 256 GB (dedicated slot),32 GB,3 GB RAM,13 MP| f/2.2| phase detection autofocus| dual-LED (dual tone) flash,5 MP| f/2.8,Yes,Yes,Wi-Fi 802.11 b/g/n/ac| dual-band| WiFi Direct| hotspot,4.1| A2DP| LE,Yes with A-GPS GLONASS,Yes,FM radio,microUSB 2.0| USB On-The-Go,Fingerprint (front-mounted)| accelerometer| gyro| proximity| compass,Non-removable Li-Po 4900 mAh battery,Platinum| Graphite Grey| Gold,260,http://cdn2.gsmarena.com/vv/bigpic/lenovo-vibe-p1-turbo.jpg
Lenovo,Vibe K4 Note,GSM / HSPA / LTE,HSDPA 850 / 900 / 1900 / 2100 ,LTE band 1(2100)| 3(1800)| 5(850)| 7(2600)| 8(900)| 20(800) - A7010,HSPA  LTE Cat4 150/50 Mbps,Yes,Yes,2016  January,Available. Released 2016  January,153.6 x 76.5 x 9.2 mm (6.05 x 3.01 x 0.36 in),158,Dual SIM (Micro-SIM| dual stand-by),IPS LCD capacitive touchscreen  16M colors,5.5 inches (~71.0% screen-to-body ratio),1080 x 1920 pixels (~401 ppi pixel density),Android 5.1.1 (Lollipop)| upgradable to 6.0 (Marshmallow),Octa-core 1.3 GHz Cortex-A53,Mediatek MT6753,Mali-T720MP3,microSD  up to 256 GB (dedicated slot),16 GB,3 GB RAM - A7010 a48,13 MP| f/2.2| phase detection autofocus| dual-LED (dual tone) flash| ,5 MP| f/2.2,Yes with stereo speakers,Yes,Wi-Fi 802.11 a/b/g/n/ac| Wi-Fi Direct| hotspot,4.0| A2DP| LE,Yes with A-GPS,Yes,FM radio| recording,microUSB 2.0,Fingerprint (rear-mounted)| accelerometer| gyro| proximity| compass,Non-removable Li-Po 3300 mAh battery,Black,190,http://cdn2.gsmarena.com/vv/bigpic/lenovo-a7010.jpg
BQ,Aquaris U,GSM / HSPA / LTE,HSDPA 850 / 900 / 1900 / 2100 ,LTE band 1(2100)| 3(1800)| 7(2600)| 20(800),HSPA  LTE,Yes,Yes,2016  September,Available. Released 2016  September,145 x 71.5 x 8.3 mm (5.71 x 2.81 x 0.33 in),140,Dual SIM (Nano-SIM| dual stand-by),Capacitive touchscreen  16M colors,5.0 inches (~66.5% screen-to-body ratio),720 x 1280 pixels (~294 ppi pixel density),Android 6.0.1 (Marshmallow)| planned upgrade to 7.0 (Nougat),Octa-core 1.4 GHz Cortex-A53,Qualcomm MSM8937 Snapdragon 430,Adreno 505,microSD  up to 256 GB (uses SIM 2 slot),16 GB,2 GB RAM,13 MP| f/2.2| phase detection autofocus| LED flash,5 MP| f/2.4| 1080p,Yes,Yes,Wi-Fi 802.11 b/g/n| hotspot,4.2| A2DP| LE,Yes with A-GPS GLONASS,Yes,FM radio,microUSB 2.0| USB On-The-Go,Accelerometer| gyro| proximity| compass,Non-removable Li-Po 3080 mAh battery,Black,190,http://cdn2.gsmarena.com/vv/bigpic/bq-aquaris-u.jpg
LG,Stylus 2 Plus,GSM / HSPA / LTE,HSDPA 850 / 900 / 1900 / 2100 - K535N,LTE band 1(2100)| 3(1800)| 7(2600)| 8(900)| 38(2600)| 39(1900)| 40(2300)| 41(2500) - K535N,HSPA 42.2/5.76 Mbps  LTE Cat4 150/50 Mbps,Class 33,Class 33,2016  May,Available. Released 2016  July,155 x 79.6 x 7.4 mm (6.10 x 3.13 x 0.29 in),146,Single SIM (Nano-SIM) or Dual SIM (Nano-SIM| dual stand-by),IPS LCD capacitive touchscreen  16M colors,5.7 inches (~72.6% screen-to-body ratio),1080 x 1920 pixels,Android 6.0 (Marshmallow)| upgradable to 7.0 (Nougat),Octa-core 1.2 GHz Cortex-A53 or Octa-core 1.4 GHz Cortex-A53,Qualcomm MSM8937 Snapdragon 430,Adreno 505,microSD  up to 256 GB (dedicated slot),16/32 GB,2 GB RAM - K530| MS550,13 or 16 MP| f/2.2| autofocus| LED flash,5 or 8 MP| LED flash,Yes,Yes,Wi-Fi 802.11 b/g/n| WiFi Direct| hotspot,4.1/4.2| A2DP| LE,Yes with A-GPS GLONASS,Yes,FM radio,microUSB 2.0,Fingerprint (rear-mounted; region dependent)| accelerometer| proximity| compass,Removable Li-Ion 2900 or 3000 mAh battery,Titan| Gold| Brown,250,http://cdn2.gsmarena.com/vv/bigpic/lg-stylus-2-plus-.jpg
Oppo,R9s Plus,GSM / HSPA / LTE,HSDPA 850 / 900 / 1900 / 2100 ,LTE band 1(2100)| 3(1800)| 5(850)| 7(2600)| 8(900)| 20(800)| 28(700)| 38(2600)| 39(1900)| 40(2300)| 41(2500),HSPA 42.2/5.76 Mbps  LTE Cat6 300/50 Mbps,Yes,Yes,2016  October,Available. Released 2016  December,163.6 x 80.8 x 7.4 mm (6.44 x 3.18 x 0.29 in),185,Dual SIM (Nano-SIM| dual stand-by),AMOLED capacitive touchscreen  16M colors,6.0 inches (~75.1% screen-to-body ratio),1080 x 1920 pixels (~367 ppi pixel density),Android 6.0.1 (Marshmallow),Octa-core (4x1.95 GHz Cortex-A72 & 4x1.44 GHz Cortex-A53),Qualcomm MSM8976 Pro Snapdragon 653,Adreno 510,microSD  up to 256 GB (uses SIM 2 slot),64 GB,6 GB RAM,16 MP| f/1.7| phase detection autofocus| OIS| dual-LED (dual tone) flash,"16 MP| f/2.0| 1/3"" sensor size| HDR",Yes,Yes,Wi-Fi 802.11 a/b/g/n/ac| dual-band| WiFi Direct| hotspot,4.1| A2DP| LE,Yes with A-GPS,Yes,No,microUSB 2.0| USB On-The-Go,Fingerprint (front-mounted)| accelerometer| gyro| proximity| compass,Non-removable Li-Po 4000 mAh battery,Black| Gold| Rose Gold,570,http://cdn2.gsmarena.com/vv/bigpic/oppo-r9s-.jpg
Samsung,Galaxy A5 (2017),GSM / HSPA / LTE,HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100 ,LTE band 1(2100)| 2(1900)| 3(1800)| 4(1700/2100)| 5(850)| 7(2600)| 8(900)| 17(700)| 20(800)| 28(700)| 38(2600)| 40(2300)| 41(2500),HSPA 42.2/5.76 Mbps  LTE-A (2CA) Cat6 300/50 Mbps,Yes,Yes,2017  January,Available. Released 2017  January,146.1 x 71.4 x 7.9 mm (5.75 x 2.81 x 0.31 in),157,Single SIM (Nano-SIM) or Dual SIM (Nano-SIM| dual stand-by),Super AMOLED capacitive touchscreen  16M colors,5.2 inches (~71.5% screen-to-body ratio),1080 x 1920 pixels (~424 ppi pixel density),Android 6.0.1 (Marshmallow),Octa-core 1.9 GHz Cortex-A53,Exynos 7880 Octa,Mali-T830MP3,microSD  up to 256 GB (dedicated slot),32 GB,3 GB RAM,16 MP| f/1.9| 27mm| autofocus| LED flash| ,16 MP| f/1.9| 1080p,Yes,Yes,Wi-Fi 802.11 a/b/g/n/ac| dual-band| WiFi Direct| hotspot,4.2| A2DP| EDR| LE,Yes with A-GPS GLONASS BDS,Yes,FM radio,2.0| Type-C 1.0 reversible connector,Fingerprint (front-mounted)| accelerometer| gyro| proximity| compass| barometer,Non-removable Li-Ion 3000 mAh battery,Black Sky| Gold Sand| Blue Mist| Peach Cloud,430,http://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-a5-2017-new.jpg
Samsung,Galaxy A7 (2017),GSM / HSPA / LTE,HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100 ,LTE band 1(2100)| 2(1900)| 3(1800)| 4(1700/2100)| 5(850)| 7(2600)| 8(900)| 17(700)| 20(800)| 28(700)| 38(2600)| 40(2300)| 41(2500),HSPA 42.2/5.76 Mbps  LTE-A (2CA) Cat6 300/50 Mbps,Yes,Yes,2017  January,Available. Released 2017  January,156.8 x 77.6 x 7.9 mm (6.17 x 3.06 x 0.31 in),186,Single SIM (Nano-SIM) or Dual SIM (Nano-SIM| dual stand-by),Super AMOLED capacitive touchscreen  16M colors,5.7 inches (~73.6% screen-to-body ratio),1080 x 1920 pixels (~386 ppi pixel density),Android 6.0.1 (Marshmallow),Octa-core 1.9 GHz Cortex-A53,Exynos 7880 Octa,Mali-T830MP3,microSD  up to 256 GB (dedicated slot),32 GB,3 GB RAM,16 MP| f/1.9| 27mm| autofocus| LED flash| ,16 MP| f/1.9| 1080p,Yes,Yes,Wi-Fi 802.11 a/b/g/n/ac| dual-band| WiFi Direct| hotspot,4.2| A2DP| EDR| LE,Yes with A-GPS GLONASS BDS,Yes,FM radio,2.0| Type-C 1.0 reversible connector,Fingerprint (front-mounted)| accelerometer| gyro| proximity| compass| barometer,Non-removable Li-Ion 3600 mAh battery,Black Sky| Gold Sand| Blue Mist and Peach Cloud,530,http://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-a7-2017.jpg
Samsung,Galaxy C7 Pro,GSM / HSPA / LTE,HSDPA 850 / 900 / 1900 / 2100 ,LTE band 1(2100)| 3(1800)| 5(850)| 7(2600)| 8(900)| 38(2600)| 39(1900)| 40(2300)| 41(2500),HSPA 42.2/5.76 Mbps  LTE-A (2CA) Cat6 300/50 Mbps,Yes,Yes,2017  January,Available. Released 2017  February,156.5 x 77.2 x 7 mm (6.16 x 3.04 x 0.28 in),172,Dual SIM (Nano-SIM| dual stand-by),Super AMOLED capacitive touchscreen  16M colors,5.7 inches (~74.1% screen-to-body ratio),1080 x 1920 pixels (~386 ppi pixel density),Android 6.0.1 (Marshmallow),Octa-core 2.2 GHz Cortex-A53,Qualcomm MSM8953-Pro Snapdragon 626,Adreno 506,microSD  up to 256 GB (uses SIM 2 slot),64 GB,4 GB RAM,16 MP| f/1.9| autofocus| dual-LED (dual tone) flash,16 MP| f/1.9,Yes,Yes,Wi-Fi 802.11 a/b/g/n/ac| dual-band| WiFi Direct| hotspot,4.2| A2DP| LE,Yes with A-GPS GLONASS,Yes,FM radio,2.0| Type-C 1.0 reversible connector,Fingerprint (front-mounted)| accelerometer| gyro| proximity| compass,Non-removable Li-Ion 3300 mAh battery,Gold| Pink Gold| Dark Blue,420,http://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-c7-pro.jpg
Samsung,Galaxy C5,GSM / HSPA / LTE,HSDPA 850 / 900 / 1900 / 2100 - C5000,LTE band 1(2100)| 3(1800)| 7(2600)| 8(900)| 38(2600)| 39(1900)| 40(2300)| 41(2500) - C5000,HSPA  LTE Cat4 150/50 Mbps,Yes,Yes,2016  May,Available. Released 2016  June,145.9 x 72 x 6.7 mm (5.74 x 2.83 x 0.26 in),143,Dual SIM (Nano-SIM| dual stand-by),Super AMOLED capacitive touchscreen  16M colors,5.2 inches (~71.0% screen-to-body ratio),1080 x 1920 pixels (~424 ppi pixel density),Android 6.0.1 (Marshmallow),Octa-core (4x1.5 GHz Cortex-A53 & 4x1.2 GHz Cortex-A53),Qualcomm MSM8952 Snapdragon 617,Adreno 405,microSD  up to 256 GB (uses SIM 2 slot),32/64 GB,4 GB RAM,16 MP| f/1.9| autofocus| dual-LED (dual tone) flash| ,8 MP| f/1.9,Yes,Yes,Wi-Fi 802.11 a/b/g/n| Wi-Fi Direct| hotspot,4.2| A2DP| LE,Yes with A-GPS GLONASS/ BDS (region dependent),Yes,Stereo FM radio with RDS; recording,microUSB 2.0,Fingerprint (front-mounted)| accelerometer| proximity| compass,Non-removable Li-Ion 2600 mAh battery,Gold| Pink Gold| Dark Gray,360,http://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-c5r3.jpg
Samsung,Galaxy C7,GSM / HSPA / LTE,HSDPA 850 / 900 / 1900 / 2100 - C7000,LTE band 1(2100)| 3(1800)| 7(2600)| 8(900)| 38(2600)| 39(1900)| 40(2300)| 41(2500) - C7000,HSPA  LTE Cat4 150/50 Mbps,Yes,Yes,2016  May,Available. Released 2016  June,156.6 x 77.2 x 6.8 mm (6.17 x 3.04 x 0.27 in),169,Dual SIM (Nano-SIM| dual stand-by),Super AMOLED capacitive touchscreen  16M colors,5.7 inches (~74.1% screen-to-body ratio),1080 x 1920 pixels (~386 ppi pixel density),Android 6.0.1 (Marshmallow),Octa-core 2.0 GHz Cortex-A53,Qualcomm MSM8953 Snapdragon 625,Adreno 506,microSD  up to 256 GB (uses SIM 2 slot),32/64 GB,4 GB RAM,16 MP| f/1.9| autofocus| dual-LED (dual tone) flash| ,8 MP| f/1.9,Yes,Yes,Wi-Fi 802.11 a/b/g/n/ac| dual-band| WiFi Direct| hotspot,4.2| A2DP| LE,Yes with A-GPS GLONASS/ BDS (region dependent),Yes,Stereo FM radio with RDS; recording,microUSB 2.0,Fingerprint (front-mounted)| accelerometer| proximity| compass,Non-removable Li-Ion 3300 mAh battery,Gold| Pink Gold| Dark Gray,450,http://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-c7.jpg
Samsung,Galaxy A8 (2016),GSM / HSPA / LTE,HSDPA 850 / 900 / 1900 / 2100 ,LTE band 1(2100)| 3(1800)| 5(850)| 7(2600)| 8(900)| 28(700)| 38(2600) - Taiwan,HSPA 42.2/5.76 Mbps  LTE-A (2CA) Cat6 300/50 Mbps,Yes,Yes,2016  September,Available. Released 2016  October,156.6 x 76.8 x 7.2 mm (6.17 x 3.02 x 0.28 in),182,Single SIM (Nano-SIM) or Dual SIM (Nano-SIM| dual stand-by),Super AMOLED capacitive touchscreen  16M colors,5.7 inches (~74.5% screen-to-body ratio),1080 x 1920 pixels (~386 ppi pixel density),Android 6.0.1 (Marshmallow),Octa-core (4x2.1 GHz Cortex-A57 & 4x1.5 GHz Cortex-A53),Exynos 7420 Octa,Mali-T760MP8,microSD  up to 256 GB (uses SIM 2 slot),32 GB,3 GB RAM,16 MP| f/1.9| autofocus| LED flash,8 MP| f/1.9| 1080p,Yes,Yes,Wi-Fi 802.11 a/b/g/n| dual-band| WiFi Direct| hotspot,4.1| A2DP| EDR| LE,Yes with A-GPS GLONASS/ BDS (market dependant),Yes,FM radio| RDS| recording,microUSB 2.0,Fingerprint (front-mounted)| accelerometer| proximity| compass,Non-removable Li-Ion 3300 mAh battery,Blue| Pink| Silver| Gold,560,http://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-a8-2016r1-.jpg
Samsung,Galaxy A9 Pro (2016),GSM / HSPA / LTE,HSDPA 850 / 900 / 1900 / 2100 ,LTE band 1(2100)| 3(1800)| 5(850)| 7(2600)| 8(900)| 40(2300),HSPA 42.2/5.76 Mbps  LTE-A (3CA) Cat6 300/50 Mbps,Yes,Yes,2016  March,Available. Released 2016  May,161.7 x 80.9 x 7.9 mm (6.37 x 3.19 x 0.31 in),210,Single SIM (Nano-SIM) or Dual SIM (Nano-SIM| dual stand-by),Super AMOLED capacitive touchscreen  16M colors,6.0 inches (~75.9% screen-to-body ratio),1080 x 1920 pixels (~367 ppi pixel density),Android 6.0.1 (Marshmallow),Octa-core (4x1.8 GHz Cortex-A72 & 4x1.4 GHz Cortex-A53),Qualcomm MSM8976 Snapdragon 652,Adreno 510,microSD  up to 256 GB (dedicated slot),32 GB,4 GB RAM,16 MP| f/1.9| autofocus| OIS| LED flash,8 MP| f/1.9| 1080p,Yes,Yes,Wi-Fi 802.11 a/b/g/n/ac| dual-band| WiFi Direct| hotspot,4.2| A2DP| EDR| LE,Yes with A-GPS GLONASS/ BDS (market dependant),Yes,FM radio| RDS| recording,microUSB 2.0,Fingerprint (front-mounted)| accelerometer| proximity| compass,Non-removable Li-Ion 5000 mAh battery,White| Black| Gold,500,http://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-a9-pro1.jpg
Samsung,Galaxy C9 Pro,GSM / HSPA / LTE,HSDPA 850 / 900 / 1900 / 2100 ,LTE band 1(2100)| 3(1800)| 5(850)| 40(2300)| 41(2500) - India,HSPA 42.2/5.76 Mbps  LTE-A (2CA) Cat6 300/50 Mbps,Yes,Yes,2016  October,Available. Released 2016  November,162.9 x 80.7 x 6.9 mm (6.41 x 3.18 x 0.27 in),189,Dual SIM (Nano-SIM| dual stand-by),Super AMOLED capacitive touchscreen  16M colors,6.0 inches (~75.5% screen-to-body ratio),1080 x 1920 pixels (~367 ppi pixel density),Android 6.0.1 (Marshmallow),Octa-core (4x1.95 GHz Cortex-A72 & 4x1.4 GHz Cortex-A53),Qualcomm MSM8976 Snapdragon 653,Adreno 510,microSD  up to 256 GB (dedicated slot),64 GB,6 GB RAM,16 MP| f/1.9| phase detection autofocus| dual-LED (dual tone) flash,16 MP| f/1.9| 1080p,Yes with stereo speakers,Yes,Wi-Fi 802.11 a/b/g/n/ac| dual-band| WiFi Direct| hotspot,4.2| A2DP| LE,Yes with A-GPS GLONASS/ BDS (region dependent),Yes,Stereo FM radio with RDS,Type-C 1.0 reversible connector,Fingerprint (front-mounted)| accelerometer| proximity| compass,Non-removable 4000 mAh battery,Gold| Pink Gold| Black,620,http://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-c9-pro-.jpg
ZTE,Axon 7 mini,GSM / CDMA / HSPA / LTE,HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100 ,LTE band 1(2100)| 2(1900)| 3(1800)| 4(1700/2100)| 5(850)| 7(2600)| 8(900)| 12(700)| 17(700)| 20(800)| 38(2600)| 40(2300)| 41(2500),HSPA 42.2/5.76 Mbps  LTE-A (2CA) Cat6 300/50 Mbps,Yes,Yes,2016  September,Available. Released 2016  October,147.5 x 71 x 7.8 mm (5.81 x 2.80 x 0.31 in),153,Dual SIM (Nano-SIM| dual stand-by),AMOLED capacitive touchscreen  16M colors,5.2 inches (~71.5% screen-to-body ratio),1080 x 1920 pixels (~423 ppi pixel density),Android 6.0.1 (Marshmallow)| upgradable to 7.1.1 (Nougat),Octa-core (4x1.5 GHz Cortex-A53 & 4x1.2 GHz Cortex-A53),Qualcomm MSM8952 Snapdragon 617,Adreno 405,microSD  up to 256 GB (uses SIM 2 slot),32 GB,3 GB RAM,16 MP| f/1.9| phase detection autofocus| dual-LED flash,8 MP| f/2.2| 1080p,Yes with stereo speakers,Yes,Wi-Fi 802.11 b/g/n| Wi-Fi Direct| hotspot,4.1| A2DP| LE,Yes with A-GPS GLONASS BDS,Yes,No,2.0| Type-C 1.0 reversible connector,Fingerprint (rear-mounted)| accelerometer| gyro| proximity| compass,Non-removable Li-Ion 2705 mAh battery,Ion Gold| Platinum Gray,270,http://cdn2.gsmarena.com/vv/bigpic/zte-axon-7-mini.jpg
HTC,U Play,GSM / HSPA / LTE,HSDPA 850 / 900 / 1900 / 2100 ,LTE band 1(2100)| 3(1800)| 5(850)| 7(2600)| 8(900)| 20(800)| 28(700)| 38(2600)| 40(2300),HSPA 42.2/5.76 Mbps  LTE-A (2CA) Cat6 300/50 Mbps,Yes,Yes,2017  January,Available. Released 2017  February,146 x 72.9 x 8 mm (5.75 x 2.87 x 0.31 in),145,Dual SIM (Nano-SIM| dual stand-by),Super LCD capacitive touchscreen  16M colors,5.2 inches (~68.7% screen-to-body ratio),1080 x 1920 pixels (~428 ppi pixel density),Android 6.0 (Marshmallow),Octa-core (4x2.0 GHz Cortex-A53 & 4x1.1 GHz Cortex-A53),Mediatek MT6755 Helio P10,Mali-T860MP2,microSD  up to 256 GB (uses SIM 2 slot),32 GB,3 RAM or 64 GB| 4 GB RAM,16 MP| f/2.0| 28mm| OIS| phase detection autofocus| dual-LED (dual tone) flash,16 MP| f/2.0| 27mm| 1 µm pixel size| 1080p| Auto-HDR,Yes,No,Wi-Fi 802.11 a/b/g/n/ac| dual-band| Wi-Fi Direct| DLNA| hotspot,4.2| A2DP| LE,Yes with A-GPS GLONASS,Yes,To be confirmed,2.0| Type-C 1.0 reversible connector,Fingerprint (front-mounted)| accelerometer| gyro| proximity| compass,Non-removable Li-Ion 2500 mAh battery,Brilliant Black| Cosmetic Pink| Ice White| Sapphire Blue,470,http://cdn2.gsmarena.com/vv/bigpic/htc-u-play.jpg
